DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindSpeed,Sunrise,Sunset
38,52,67,29.61,26.67,44,9.7,0,3.4,13,61,42,36,0.16,0,0,26,618,1917
41,51,71,29.78,26.84,46,5.5,0,2.2,14,62,40,22,0,0,0,17,616,1919
37,53,58,30.02,27.06,45,6.2,0,4.1,12,66,39,18,0,0,0,13,615,1920
33,56,46,30.08,27.11,44,5.6,0,6.9,9,71,40,19,0,0,0,14,613,1921
33,55,44,29.95,26.99,45,4.5,0,5.7,10,71,39,22,0,0,0,15,611,1922
34,59,42,29.87,26.93,47,8.4,0,9.5,6,71,46,24,0,0,0,18,609,1923
30,54,44,29.83,26.9,42,14.6,0,4.3,11,65,42,45,0,0,0,33,608,1925
14,44,31,30.08,27.09,33,12.7,0,-5.9,21,54,33,36,0,0,0,25,606,1926
13,40,34,30.25,27.23,32,7.5,0,-10.1,25,52,28,32,0,0,0,22,604,1927
17,46,31,30.22,27.19,35,6,0,-4.3,19,61,30,27,0,0,0,20,603,1928
33,53,53,29.98,27.01,43,12.9,0,2.5,12,62,43,40,0.02,0,0,30,601,1929
25,46,52,30.15,27.15,37,6.7,0,-4.7,19,55,37,21,0,0,0.001,16,559,1931
22,49,37,30.05,27.04,38,9.2,0,-1.9,16,62,36,21,0,0,0,17,558,1932
24,52,34,29.83,26.88,41,5.5,0,0.8,13,69,35,29,0,0,0,20,556,1933
31,55,42,29.91,26.96,44,7.4,0,3.6,10,69,40,25,0,0,0,20,554,1934
30,57,39,29.97,27.01,44,5.9,0,5.4,8,71,42,17,0,0,0,13,553,1935
33,58,41,30.03,27.08,46,8,0,6.1,7,73,42,32,0,0,0,24,551,1936
36,55,53,30.11,27.13,46,8.3,0,2.9,10,69,41,37,0.08,0,0,24,550,1938
41,55,64,30.1,27.14,47,11.6,0,2.6,10,62,47,40,0.37,0,0,30,548,1939
36,53,56,30.19,27.19,44,4.4,0,0.3,12,65,40,16,0,0,0,13,547,1940
39,59,47,30.06,27.09,49,7.7,0,6.1,6,73,45,24,0,0,0,18,545,1941
39,61,48,29.99,27.04,50,6.8,0,7.8,4,72,49,20,0,0,0,15,544,1942
39,60,49,30.02,27.08,49,6.3,0,6.5,5,69,51,28,0.02,0,0,17,542,1944
41,60,52,30.18,27.21,50,4.9,0,6.2,5,74,45,18,0,0,0,14,541,1945
42,71,38,29.92,26.98,55,9.4,6,16.9,0,88,53,29,0,0,0,23,539,1946
46,62,63,29.89,26.98,53,9.3,0,7.6,3,73,50,61,0.42,0,0,47,538,1947
39,57,57,30.02,27.06,48,4.6,0,2.4,8,70,43,17,0,0,0,13,536,1948
34,64,33,29.85,26.93,49,11.3,0,9.1,1,78,50,30,0,0,0,21,535,1949
29,54,41,30.1,27.14,43,11.8,0,-1.2,11,63,44,38,0.01,0,0,28,534,1951
27,52,38,30.21,27.22,42,4.7,0,-3.5,13,68,36,17,0,0,0,12,532,1952
23,65,22,30.03,27.07,47,11.9,0,9.2,0,82,48,30,0,0,0,21,531,1953
26,60,33,30.13,27.21,44,13.5,0,3.8,5,73,46,48,0.01,0,0,35,530,1954
25,50,38,30.3,27.29,40,5.7,0,-6.5,15,66,34,24,0,0,0,17,528,1955
31,59,37,30.12,27.14,46,7.7,0,2.2,6,75,43,25,0,0,0,20,527,1956
27,65,26,30.05,27.1,47,7.3,0,7.9,0,81,48,35,0,0,0,25,526,1957
33,67,28,29.82,26.9,51,7.4,2,9.6,0,85,48,22,0,0,0,17,525,1958
32,69,27,29.62,26.74,51,6.8,4,11.3,0,82,56,32,0,0,0,20,524,2000
35,59,40,29.71,26.81,48,5.9,0,1,6,67,51,36,0.001,0,0,26,522,2001
39,53,61,29.87,26.93,46,3.9,0,-5.3,12,62,44,19,0.03,0,0,14,521,2002
43,54,71,29.96,27.01,48,6.4,0,-4.6,11,60,47,23,0.36,0,0,17,520,2003
40,55,62,30.07,27.1,47,6.9,0,-3.9,10,65,45,27,0.01,0,0,18,519,2004
34,59,41,29.91,26.94,48,11.4,0,-0.1,6,73,45,31,0,0,0,23,518,2005
44,67,52,29.67,26.77,53,8,2,7.6,0,79,55,27,0.02,0,0,20,517,2006
48,56,79,29.74,26.82,51,10.5,0,-3.7,9,60,51,32,0.15,0,0,25,516,2007
47,51,87,29.81,26.85,48,5.8,0,-9,14,56,45,20,0.35,0,0,15,515,2008
44,48,87,29.9,26.94,46,6.6,0,-12.3,17,51,45,23,0.8,0,0,16,514,2009
41,53,70,29.95,26.99,46,5.3,0,-7.5,12,60,46,29,0.11,0,0,22,514,2010
37,50,65,29.93,26.96,43,10.3,0,-10.8,15,57,42,31,0.01,0,0,22,513,2011
35,53,53,30.02,27.05,45,11.7,0,-8.1,12,66,39,33,0,0,0,23,512,2012
35,57,46,30.08,27.11,47,5.3,0,-4.4,8,71,42,23,0,0,0,16,511,2013
40,64,41,30,27.06,52,5.6,0,2.4,1,79,49,21,0.01,0,0,14,510,2014
51,67,60,29.98,27.06,58,7.1,2,5.1,0,76,58,25,0.02,0,0,17,510,2015
43,68,44,30.01,27.08,55,7,3,5.9,0,83,53,23,0,0,0,16,509,2016
41,73,33,29.95,27.03,56,6,8,10.6,0,91,55,19,0,0,0,15,508,2017
50,80,36,29.8,26.93,62,5,15,17.3,0,95,65,17,0,0,0,14,508,2018
43,84,27,29.57,26.72,60,13.8,19,21.1,0,98,69,48,0,0,0,35,507,2018
46,68,47,29.86,26.96,56,7,3,4.8,0,78,58,31,0.09,0,0,21,507,2019
47,67,52,29.96,27.04,56,7.9,2,3.6,0,76,58,28,0,0,0,21,506,2020
46,69,45,30.06,27.12,57,4.8,4,5.3,0,84,54,18,0,0,0,14,506,2021
43,73,36,29.91,27,56,6.6,8,9,0,85,60,20,0,0,0,15,505,2022
38,69,36,29.84,26.93,53,7.8,4,4.8,0,81,56,25,0,0,0,16,505,2022
39,77,30,29.54,26.67,56,8.5,12,12.5,0,95,58,40,0,0,0,31,505,2023
47,59,67,29.61,26.72,52,10.5,0,-5.7,6,68,49,28,0.14,0,0,23,504,2024
42,48,82,29.85,26.91,44,12.4,0,-17,17,54,41,33,0.85,0,0,24,504,2024
38,55,58,30.11,27.13,46,9.5,0,-10.3,10,65,45,30,0.12,0,0,21,504,2025
41,62,49,30.16,27.2,51,8.4,0,-3.5,3,74,50,44,0.001,0,0,32,504,2025
45,67,48,30.09,27.14,55,4.9,2,1.2,0,83,51,18,0,0,0,13,503,2026
45,74,36,29.91,27,58,7,9,7.9,0,90,57,24,0,0,0,16,503,2026
48,75,39,29.72,26.83,59,8.1,10,8.6,0,89,60,38,0,0,0,28,503,2027
48,60,78,29.8,26.9,52,6.5,0,-6.6,5,69,50,36,1.21,0,0,24,503,2027
43,57,64,29.98,27.03,50,5.3,0,-9.9,8,67,46,28,0.06,0,0,16,503,2028
45,57,66,29.93,26.97,50,8.9,0,-10.2,8,62,51,31,0.12,0,0,23,503,2028
47,56,76,29.9,26.95,51,9.4,0,-11.5,9,61,50,29,0.26,0,0,21,503,2029
44,57,67,30.1,27.14,50,9.2,0,-10.8,8,67,47,30,0.16,0,0,24,503,2029
44,62,51,30.11,27.15,52,4.6,0,-6.1,3,75,48,20,0,0,0,14,503,2029
44,67,46,29.97,27.05,55,5.6,2,-1.4,0,81,52,17,0,0,0,12,504,2029
48,73,45,29.88,26.98,58,5.8,8,4.3,0,86,60,18,0,0,0,14,504,2030
50,71,48,29.93,27.03,59,8.4,6,1.9,0,82,60,27,0,0,0,18,504,2030
45,71,42,30.03,27.11,57,7.1,6,1.6,0,86,55,23,0,0,0,16,504,2030
47,75,40,29.93,27.01,59,4.6,10,5.3,0,93,57,15,0,0,0,12,504,2030
52,80,40,29.74,26.87,63,8.9,15,10,0,96,63,26,0,0,0,20,505,2030
49,76,40,29.84,26.95,60,8.2,11,5.7,0,88,64,27,0,0,0,18,505,2030
48,78,38,29.87,26.98,61,5.4,13,7.3,0,93,63,19,0,0,0,15,506,2030
48,74,40,29.68,26.8,59,8.7,9,3,0,85,63,24,0,0,0,17,506,2030
36,61,43,29.6,26.7,48,12.7,0,-10.3,4,69,52,39,0.001,0,0,30,506,2030
49,55,84,29.8,26.87,51,7.9,0,-16.6,10,60,49,24,0.24,0,0,20,507,2030
48,63,63,29.88,26.93,54,5.8,0,-9,2,74,51,17,0.11,0,0,13,507,2030
40,64,45,29.82,26.9,51,6.9,0,-8.3,1,76,52,18,0,0,0,14,508,2030
40,65,43,29.9,26.98,52,4.6,0,-7.6,0,81,49,18,0,0,0,14,509,2030
41,74,32,29.87,26.96,56,5.5,9,1.1,0,91,57,17,0,0,0,13,509,2029
43,73,37,29.93,27.03,57,6.6,8,-0.2,0,88,58,26,0,0,0,20,510,2029
41,72,36,29.93,27.02,56,6.1,7,-1.5,0,88,56,23,0,0,0,16,510,2029
41,76,30,29.78,26.88,56,5.4,11,2.2,0,93,58,16,0,0,0,10,511,2028
41,72,34,29.83,26.95,55,10.7,7,-2.1,0,82,62,25,0,0,0,18,512,2028
40,67,39,29.93,27.01,53,7.9,2,-7.4,0,80,53,22,0,0,0,16,513,2027
41,73,34,29.83,26.93,55,5.8,8,-1.7,0,91,55,20,0,0,0,10,513,2027
43,75,35,30.01,27.11,57,8.6,10,0.1,0,88,62,26,0,0,0,18,514,2026
39,83,24,29.92,27.03,58,7.1,18,7.8,0,101,64,25,0,0,0,16,515,2026
39,76,28,29.89,27,56,9.8,11,0.5,0,90,62,24,0,0,0,18,516,2025
38,71,32,29.89,26.99,54,11.1,6,-4.7,0,83,59,26,0,0,0,18,517,2025
35,69,31,29.96,27.04,52,7.7,4,-6.9,0,85,53,25,0,0,0,17,517,2024
35,72,28,29.95,27.03,53,6.6,7,-4.1,0,89,54,23,0,0,0,16,518,2023
41,77,28,29.85,26.96,58,5.2,12,0.7,0,94,60,21,0,0,0,13,519,2023
44,80,29,29.8,26.93,60,9,15,3.5,0,97,63,28,0,0,0,21,520,2022
39,75,29,29.95,27.06,56,7.3,10,-1.7,0,90,59,23,0,0,0,17,521,2021
43,76,33,29.93,27.03,58,6.2,11,-0.8,0,92,59,26,0,0,0,16,522,2020
44,78,31,29.88,27,59,6.9,13,1,0,95,61,27,0,0,0,18,523,2019
44,81,28,29.77,26.9,60,5.9,16,3.9,0,99,63,21,0,0,0,15,524,2018
48,82,32,29.7,26.84,62,8.7,17,4.8,0,94,69,34,0.001,0,0,25,525,2018
55,79,48,29.77,26.89,63,10.4,14,1.7,0,91,67,41,0.02,0,0,29,526,2017
50,76,42,29.83,26.93,61,4.9,11,-1.4,0,91,60,20,0,0,0,16,527,2016
36,75,27,29.9,27,54,6.2,10,-2.4,0,90,59,22,0,0,0,15,528,2015
40,75,32,29.98,27.07,56,5.7,10,-2.5,0,94,56,20,0,0,0,15,529,2013
42,81,28,29.86,26.99,59,6.2,16,3.5,0,97,64,23,0,0,0,17,530,2012
49,81,36,29.83,26.96,62,9.6,16,3.5,0,96,66,46,0.06,0,0,32,531,2011
50,81,37,29.89,27.01,63,5.3,16,3.5,0,99,63,15,0,0,0,12,532,2010
49,87,31,29.88,27.01,63,7.3,22,9.5,0,105,68,23,0,0,0,16,533,2009
44,88,23,29.81,26.95,62,7.4,23,10.5,0,104,71,21,0,0,0,15,534,2008
47,84,30,29.85,26.98,62,5.5,19,6.6,0,100,67,20,0,0,0,15,535,2007
48,82,32,29.84,26.96,62,5.8,17,4.6,0,100,64,18,0,0,0,14,536,2005
43,81,28,29.9,27.03,59,11,16,3.7,0,93,68,27,0,0,0,21,537,2004
41,77,32,29.91,27.01,57,6.3,12,-0.2,0,93,60,22,0,0,0,15,538,2003
43,80,26,29.72,26.85,60,5.9,15,2.9,0,98,62,22,0,0,0,17,539,2001
45,81,30,29.68,26.83,60,11,16,4.1,0,92,69,30,0,0,0,23,541,2000
38,69,35,29.97,27.06,53,10.4,4,-7.8,0,81,56,29,0,0,0,21,542,1959
37,72,29,29.96,27.05,54,5.3,7,-4.6,0,90,54,21,0,0,0,14,543,1957
44,73,38,29.97,27.06,57,8.2,8,-3.5,0,88,58,28,0,0,0,20,544,1956
40,74,32,29.92,27.02,55,6,9,-2.3,0,89,59,21,0,0,0,16,545,1955
39,80,25,29.77,26.88,57,6.8,15,3.9,0,97,62,23,0,0,0,17,546,1953
36,75,23,29.82,26.95,55,6.3,10,-0.9,0,86,63,23,0,0,0,16,547,1952
38,73,32,29.93,27.03,54,5.9,8,-2.7,0,90,56,25,0,0,0,18,548,1950
32,72,25,30.05,27.13,52,6.1,7,-3.5,0,89,54,22,0,0,0,15,549,1949
34,78,22,30.01,27.11,55,4.8,13,2.8,0,98,58,15,0,0,0,10,551,1947
42,86,23,29.97,27.09,60,5.9,21,11,0,103,69,34,0,0,0,24,552,1946
49,88,30,30.02,27.14,63,6.8,23,13.2,0,102,73,42,0,0,0,32,553,1944
49,87,30,29.98,27.09,64,6.8,22,12.5,0,101,73,31,0,0,0,20,554,1942
53,84,36,29.82,26.95,65,9.6,19,9.8,0,95,72,38,0,0,0,28,555,1941
44,79,32,29.79,26.91,59,5.8,14,5,0,91,67,18,0,0,0,13,556,1939
41,79,28,29.77,26.9,58,7.5,14,5.3,0,92,66,20,0,0,0,16,557,1938
50,75,45,29.87,26.98,60,5.2,10,1.6,0,90,60,18,0,0,0,13,558,1936
49,78,38,29.84,26.94,61,4.5,13,4.9,0,93,62,16,0,0,0,13,600,1934
47,78,36,29.83,26.94,60,8,13,5.2,0,90,65,35,0.01,0,0,23,601,1933
57,80,54,29.81,26.92,64,6.7,15,7.5,0,94,65,45,0.06,0,0,33,602,1931
55,77,48,29.77,26.88,63,5.7,12,4.8,0,91,63,23,0,0,0,16,603,1929
48,77,38,29.8,26.91,60,6.7,12,5.1,0,88,65,31,0,0,0,22,604,1928
45,75,37,29.88,26.98,58,5.6,10,3.5,0,90,59,16,0,0,0,12,605,1926
38,77,28,29.77,26.88,56,6.1,12,5.8,0,93,60,19,0,0,0,14,606,1924
31,68,27,29.89,26.98,49,12,3,-2.9,0,79,57,30,0,0,0,23,607,1922
35,65,34,29.92,27,49,7.2,0,-5.6,0,76,54,29,0,0,0,22,609,1921
41,67,43,30.07,27.13,53,5.5,2,-3.2,0,84,49,23,0,0,0,17,610,1919
42,78,32,29.97,27.06,57,6.1,13,8.1,0,95,60,20,0,0,0,15,611,1917
41,77,28,30,27.09,57,6.4,12,7.5,0,95,59,24,0,0,0,16,612,1915
38,83,23,29.97,27.08,58,7.8,18,13.8,0,102,63,19,0,0,0,14,613,1914
38,82,23,29.98,27.09,58,6.7,17,13.2,0,100,64,22,0,0,0,15,614,1912
32,77,23,30.05,27.14,54,5.3,12,8.5,0,92,62,19,0,0,0,14,615,1910
31,72,24,29.89,26.99,51,16.3,7,3.9,0,88,55,50,0,0,0,39,616,1908
21,59,25,30.17,27.21,42,8.1,0,-8.8,6,70,47,29,0,0,0,22,617,1906
19,63,21,30.13,27.18,44,6.8,0,-4.4,2,78,47,23,0,0,0,18,619,1905
24,67,21,30.08,27.13,47,6.3,2,0,0,84,50,17,0,0,0,13,620,1903
30,71,25,29.97,27.04,50,5.8,6,4.3,0,87,54,18,0,0,0,12,621,1901
33,71,29,29.95,27.03,51,5.7,6,4.7,0,84,57,19,0,0,0,15,622,1859
34,72,28,29.94,27.01,52,5.7,7,6.1,0,89,54,20,0,0,0,15,623,1857
34,71,27,29.95,27.04,52,4.4,6,5.5,0,87,55,22,0,0,0,17,624,1855
33,71,28,30.05,27.14,52,5.2,6,5.8,0,85,56,18,0,0,0,13,625,1854
38,70,33,30.03,27.1,53,4.9,5,5.2,0,84,56,17,0,0,0,13,626,1852
39,71,33,29.92,26.99,54,5.7,6,6.6,0,87,55,16,0,0,0,13,627,1850
42,69,41,29.86,26.96,54,9.9,4,5,0,77,61,45,0.01,0,0,32,629,1848
44,64,51,29.96,27.04,53,6,0,0.4,1,74,54,23,0,0,0,17,630,1846
39,65,43,30.02,27.08,51,5.5,0,1.8,0,80,50,15,0,0,0,12,631,1844
32,73,27,29.89,26.97,52,9.2,8,10.1,0,89,56,25,0,0,0,20,632,1843
34,69,28,29.91,27.01,51,6.3,4,6.5,0,81,56,23,0,0,0,18,633,1841
32,73,25,29.94,27.01,52,9.3,8,10.9,0,85,60,20,0,0,0,16,634,1839
39,65,40,29.91,27,52,9,0,3.3,0,74,55,30,0,0,0,22,635,1837
42,63,49,29.92,26.98,52,5.2,0,1.7,2,75,51,19,0.02,0,0,13,637,1835
46,60,62,30.06,27.13,52,8,0,-0.9,5,68,52,23,0.01,0,0,17,638,1833
38,55,53,30.31,27.34,47,8.1,0,-5.5,10,69,41,31,0,0,0,22,639,1832
35,60,43,30.35,27.37,47,5.6,0,-0.1,5,74,45,19,0,0,0,15,640,1830
37,65,40,30.21,27.24,50,4.6,0,5.3,0,81,48,14,0,0,0,10,641,1828
38,66,39,30.2,27.24,51,6.8,1,6.7,0,81,51,16,0,0,0,12,642,1826
36,68,34,30.19,27.24,51,5.6,3,9.1,0,82,53,17,0,0,0,13,643,1824
36,68,34,30.1,27.16,51,5.1,3,9.5,0,84,51,15,0,0,0,10,645,1823
35,68,32,30.04,27.11,51,5.4,3,9.9,0,83,53,16,0,0,0,13,646,1821
35,64,35,30,27.07,50,5.6,0,6.3,1,81,47,17,0,0,0,14,647,1819
32,65,33,30.12,27.18,48,5.9,0,7.7,0,81,49,20,0,0,0,13,648,1817
34,67,32,30.07,27.13,50,6.3,2,10.1,0,82,52,19,0,0,0,14,649,1816
34,66,34,29.92,26.98,49,4.5,1,9.5,0,82,50,15,0,0,0,12,650,1814
29,66,29,29.84,26.93,47,6.1,1,9.9,0,80,51,16,0,0,0,13,652,1812
25,64,25,29.85,26.93,45,5.2,0,8.3,1,78,49,16,0,0,0,13,653,1810
34,56,55,29.77,26.85,46,8.7,0,0.7,9,64,48,36,0.42,0,0,24,654,1809
37,51,60,30.11,27.12,44,6.4,0,-3.9,14,60,41,23,0,0,0,15,655,1807
38,61,48,30.07,27.11,49,8.5,0,6.5,4,70,51,25,0.001,0,0,17,656,1805
43,58,59,30.05,27.09,50,9,0,3.9,7,67,49,22,0.01,0,0,17,658,1804
33,51,51,30.29,27.32,43,9.2,0,-2.7,14,59,42,28,0,0,0,22,659,1802
31,48,57,30.48,27.45,39,5.1,0,-5.3,17,59,36,22,0,0,0,17,700,1800
30,55,45,30.23,27.24,42,3.5,0,2.1,10,70,39,13,0,0,0,10,701,1759
38,57,50,30.02,27.06,47,5.3,0,4.5,8,69,44,25,0,0,0,16,703,1757
37,58,50,30.02,27.07,47,4.3,0,5.9,7,71,44,19,0,0,0,14,704,1755
39,57,55,30.04,27.08,47,4.5,0,5.3,8,68,45,18,0,0,0,14,705,1754
38,54,56,30.02,27.06,46,5.7,0,2.7,11,62,45,21,0,0,0,14,706,1752
33,52,49,29.95,26.99,43,10.4,0,1.1,13,63,40,39,0,0,0,31,708,1751
21,41,49,30.21,27.21,33,9.9,0,-9.4,24,53,29,27,0,0,0,21,709,1749
12,43,28,30.13,27.13,33,10.1,0,-7,22,55,31,28,0,0,0,21,710,1748
29,42,56,29.91,26.94,39,13.2,0,-7.6,23,54,30,34,0.02,0,0,26,711,1746
12,35,46,30.25,27.22,26,10.9,0,-14.2,30,45,24,31,0,0,0,24,713,1745
9,31,42,30.42,27.34,24,5,0,-17.8,34,45,17,20,0,0,0,17,714,1743
21,42,45,30.33,27.28,33,4.1,0,-6.4,23,58,25,19,0,0,0,15,715,1742
28,48,49,30.25,27.24,39,5,0,0,17,63,33,17,0,0,0,12,717,1740
30,55,45,30.18,27.19,42,4.6,0,7.4,10,69,40,17,0,0,0,14,718,1739
26,56,39,30.01,27.04,42,5.8,0,8.9,9,75,37,24,0,0,0,18,719,1737
29,45,56,30.33,27.33,38,4.1,0,-1.7,20,58,31,14,0,0,0,10,720,1736
25,49,45,30.42,27.39,38,4.5,0,2.7,16,63,35,17,0,0,0,13,722,1735
26,52,42,30.28,27.27,39,3.3,0,6.1,13,66,37,16,0,0,0,13,723,1733
26,53,45,30.11,27.11,39,3.8,0,7.6,12,68,37,16,0,0,0,13,724,1732
28,55,39,30.24,27.25,42,4.2,0,10,10,72,37,18,0,0,0,14,726,1731
29,60,34,30.08,27.09,45,9.9,0,15.4,5,76,44,28,0,0,0,21,727,1730
29,57,39,29.48,26.59,44,11.6,0,12.9,8,68,45,24,0,0,0,17,728,1728
35,40,79,29.44,26.49,38,10.1,0,-3.7,25,48,32,33,0.08,0.001,0.2,25,730,1727
29,32,89,29.71,26.75,30,9.5,0,-11.3,33,33,30,30,0.16,2,2.7,22,731,1726
22,31,74,30.17,27.13,27,6.9,0,-11.8,34,36,26,18,0.001,1,0.001,15,732,1725
28,36,77,30.09,27.05,32,9.2,0,-6.4,29,42,30,23,0.03,0.001,0.001,18,733,1724
29,34,78,30.08,27.07,33,5.6,0,-8,31,41,27,22,0.01,0,0.001,17,735,1723
21,35,61,30.17,27.11,29,10.9,0,-6.5,30,43,26,24,0,0,0,20,736,1722
30,38,74,29.78,26.79,35,12.7,0,-3.1,27,43,33,37,0.45,0,0.4,28,737,1721
28,39,67,30.14,27.13,34,6.7,0,-1.6,26,45,32,32,0.02,0,0.001,23,739,1720
37,41,86,30.18,27.17,39,11.9,0,0.8,24,45,37,31,0.46,0,0,24,740,1719
39,49,69,30.18,27.16,44,12,0,9.2,16,56,42,24,0.03,0,0,20,741,1718
34,49,54,29.82,26.85,43,9.4,0,9.7,16,61,37,27,0,0,0,21,743,1717
42,48,83,29.87,26.91,44,10.9,0,9.1,17,55,41,35,0.33,0,0,25,744,1716
32,42,69,30.27,27.27,37,7.9,0,3.5,23,50,33,26,0.08,0,0,20,745,1716
26,38,70,30.52,27.45,31,5.6,0,0,27,46,29,16,0,0,0,13,746,1715
24,33,74,30.55,27.47,29,3.5,0,-4.6,32,42,24,13,0,0,0,9,748,1714
21,32,67,30.22,27.14,27,6.2,0,-5.2,33,40,24,20,0,0,0,15,749,1714
25,33,79,30.05,27.01,29,2.2,0,-3.8,32,40,25,16,0,0,0,12,750,1713
25,35,68,30.17,27.14,31,5.7,0,-1.4,30,45,25,21,0,0,0,16,751,1712
30,37,81,30.07,27.07,33,5.9,0,1,28,41,32,20,0.06,0.001,1,16,752,1712
28,35,80,30.4,27.35,31,4.3,0,-0.6,30,43,27,19,0.001,0,0.001,14,754,1711
23,35,70,30.47,27.4,29,8.1,0,-0.2,30,43,26,21,0,0,0,16,755,1711
22,30,75,30.45,27.37,27,5.8,0,-4.8,35,37,22,20,0,0,0,16,756,1710
22,31,74,30.5,27.4,27,6.2,0,-3.5,34,40,22,19,0,0,0,15,757,1710
22,28,77,30.33,27.25,26,4.2,0,-6.1,37,35,21,25,0,0,0.001,20,758,1710
23,30,82,30.55,27.45,26,4.3,0,-3.8,35,40,19,15,0,0,0,12,759,1709
20,36,62,30.57,27.48,28,8.5,0,2.6,29,47,25,20,0,0,0,16,800,1709
17,32,62,30.54,27.45,25,4.9,0,-1.1,33,41,23,13,0,0,0,10,801,1709
18,31,66,30.58,27.49,25,5.1,0,-1.8,34,40,21,14,0,0,0,12,802,1709
17,32,63,30.47,27.39,25,5.1,0,-0.5,33,42,21,19,0,0,0,14,803,1708
20,30,73,30.48,27.4,25,3,0,-2.2,35,40,20,11,0,0,0,9,804,1708
21,35,67,30.61,27.52,28,6.1,0,3,30,46,23,19,0,0,0,15,805,1708
21,32,68,30.5,27.4,28,3.7,0,0.3,33,43,21,17,0,0,0,13,806,1708
20,30,73,30.29,27.23,26,4,0,-1.5,35,39,20,15,0,0,0,12,807,1708
21,31,72,30.13,27.06,26,5.2,0,-0.2,34,42,20,17,0,0,0,16,808,1708
22,32,72,30.08,27.04,27,4,0,1,33,41,22,11,0.001,0,0.001,9,809,1708
18,28,74,30.23,27.17,23,5,0,-2.8,37,38,18,18,0,0,0,14,810,1709
20,31,68,30.2,27.13,27,12.1,0,0.4,34,37,25,33,0.04,0,0.5,24,810,1709
26,28,88,30.25,27.21,28,6.9,0,-2.5,37,35,21,21,0.01,1,0.1,17,811,1709
27,31,84,30.31,27.24,30,8.4,0,0.7,34,37,24,23,0.02,0.001,0.2,16,812,1709
32,38,91,30.18,27.12,34,4.8,0,7.8,27,44,31,29,0,0.001,0,22,813,1710
35,40,86,29.93,26.94,37,7.7,0,9.9,25,44,35,35,0.08,0,0,22,813,1710
28,38,70,30.3,27.27,34,5.7,0,8,27,43,32,19,0,0,0,14,814,1710
28,41,63,30.32,27.29,35,8.5,0,11.1,24,49,33,20,0,0,0,16,814,1711
37,43,83,30.23,27.21,40,10,0,13.2,22,46,39,23,0.03,0,0,18,815,1711
39,51,67,29.98,26.98,44,13.1,0,21.3,14,58,43,31,0,0,0,23,815,1712
24,38,60,30.08,27.11,32,14.2,0,8.3,27,49,27,43,0.02,0,0.001,33,816,1712
18,29,66,30.6,27.51,25,3.8,0,-0.6,36,37,20,16,0,0,0,13,816,1713
16,34,56,30.5,27.4,26,9.3,0,4.4,31,43,24,23,0,0,0,17,817,1714
19,32,61,30.17,27.12,27,5.3,0,2.4,33,43,21,18,0,0,0,14,817,1714
32,35,91,30.06,27.05,34,5.9,0,5.4,30,42,28,20,0.34,0,0.5,15,817,1715
26,27,97,30.24,27.19,27,2.3,0,-2.6,38,32,22,10,0.001,0,0.001,8,818,1716
23,26,91,30.16,27.09,25,4.5,0,-3.6,39,31,20,14,0.001,0,0.001,12,818,1716
22,25,91,30.34,27.27,23,5,0,-4.6,40,28,21,13,0.001,0,0.001,10,818,1717
23,29,77,30.26,27.18,27,7.6,0,-0.6,36,35,23,28,0.01,0,0.2,21,818,1718
29,34,88,30.2,27.16,31,2.9,0,4.3,31,38,29,13,0.01,0,0.2,9,818,1719
28,37,72,30.22,27.17,34,9.4,0,7.3,28,43,31,27,0,0,0,21,818,1719
31,40,73,30.14,27.13,35,8.3,0,10.2,25,46,33,20,0.01,0,0.1,14,818,1720
35,44,81,30.09,27.09,39,9.2,0,14.1,21,50,37,21,0.24,0,0,16,818,1721
34,43,74,29.95,26.95,39,14.6,0,13.1,22,48,37,36,0.19,0,0,28,818,1722
29,38,72,30.28,27.26,34,5.3,0,8,27,44,32,21,0,0,0,16,818,1723
25,37,62,30.22,27.17,33,10.3,0,6.9,28,45,29,25,0.001,0,0,18,818,1724
34,38,90,30.31,27.28,36,4.4,0,7.8,27,43,33,22,0.2,0,0.3,16,818,1725
30,34,88,30.27,27.22,32,8.5,0,3.7,31,40,28,23,0.03,0,0.1,17,818,1726
30,36,88,30.42,27.37,32,4.8,0,5.6,29,41,30,17,0.01,0,0.001,13,818,1727
24,34,69,30.43,27.37,30,9,0,3.5,31,39,28,22,0,0,0,15,817,1728
22,33,68,30.42,27.34,28,7.1,0,2.4,32,41,24,24,0,0,0,18,817,1729
31,36,79,30.25,27.21,35,10.9,0,5.3,29,43,29,28,0.12,0,0.001,20,817,1731
33,40,69,30.29,27.29,39,12.3,0,9.2,25,50,29,32,0.1,0,0,25,816,1732
22,38,61,30.59,27.52,30,3.8,0,7.1,27,47,28,13,0,0,0,9,816,1733
24,33,73,30.49,27.42,29,4.2,0,2,32,38,27,19,0.001,0,0.001,15,815,1734
29,33,90,30.47,27.39,31,2,0,1.9,32,42,24,11,0,0,0,8,815,1735
31,36,88,30.38,27.32,33,4.2,0,4.7,29,43,28,17,0,0,0,14,814,1737
